company_name,industry,website,city,state,zip_code,phone,year_incorporated,company_age_years,executive_officers,board_directors,total_funding,latest_funding_amount,latest_funding_stage,latest_funding_date,Total Approvals,Total Denials,Approval_Rate,median_salary_offered,top_job_titles_sponsored
FAIR PARK EQUITY PARTNERS LLC,Other,,AUSTIN,TX,78731,(949) 296-7502,2022,3,"Collin Egglesfield, Eric Parrish, Greg Parrish, Lisa Parrish, Michael Deveraux",,,,,,,,,,
FAIR PEOPLE FOR PEOPLE INC,Other Technology,,DALLAS,TX,75205,(214) 649-3972,2020,5,"Mark Bunting, Patrick Brandt",,6000000,6000000,Series A,01-07-2022,,,,,
FAIR WARNING ART INC,Other Technology,,NEW YORK,NY,10011,(347) 439-1737,2020,5,Loic Gouzer,Alexandra Bonetti,8000000,8000000,Seed,07-09-2023,,,,,
FAIR WARNING LLC,Other,fair-warning.com,DALLAS,TX,75201,(480) 703-9403,2017,8,"Dan F. Wierck, Federico F. Taylor, Jonathan Valz",,,,,,,,,,
FAIRE INC,Other Technology,faire.com,AUSTIN,TX,78701,(883) 463-2473,2017,8,"Sydney Sherman, Terrell Sherman",,1000000,1000000,Pre-Seed,23-02-2018,,,,,
FAIRE WHOLESALE INC,Other,fairewholesale.com,SAN FRANCISCO,CA,94103,(800) 208-8926,2016,9,"Daniele Perito, Lauren B. Thomas, Lauren Cooks Levitan, MATTHEW RHODES, Marcelo Cortes, Matthew Rhodes","BRIAN GRASSADONIA, Brian Grassadonia, DANIELE PERITO, Daniele Perito, Elinor B. Mertz, KEITH RABOIS, KIRSTEN GREEN, Keith Rabois, Kirsten Green, MARCELO CORTES, Marcelo Cortes",1236212536,596212662,Series D+,15-11-2021,64,0,100,171000,"['Staff Accountant', 'Senior Data Scientist - Marketplace Optimization', 'Senior Data Scientist', 'Business Operations Lead', 'Data Scientist']"
FAIRMARKIT INC,Other,fairmarkit.com,Malden,MA,2148,(800) 558-8017,2017,8,"Kevin Frechette, Tarek Alaruri","Jeff Richards, Lou Shipley, Stephen Gregorio, Thomas Krane",41115815,29999982,Series B,19-11-2020,2,0,100,108181,['Senior Software Engineer']
FAIRPORT BEVERAGE COMPANY LLC,Manufacturing,,FAIRPORT,NY,14450,(585) 704-5050,2017,8,,Timothy Garman,,,,,,,,,
FAIRWAY BIKES INC,Other Technology,fairwaybikes.com,WOODINVILLE,WA,98077,(734) 478-2708,2023,2,"Alex Wunderlich, David Billmaier, Frank Paganelli, James Billmaier, William Millie",James Billmaier,1500000,1500000,Pre-Seed,13-12-2023,,,,,
FAIRWAYIQ INC,Other Technology,fairwayiq.com,WALTHAM,MA,2451,(781) 472-2726,2015,10,David J. Vanslette,"Kit J. McQuiston, Paul J. Gaumnitz",4500000,1000000,Pre-Seed,14-11-2018,,,,,
FAIRXCHANGE INC,Other,fairxchange.co,Chicago,IL,60606,(773) 409-4128,2019,6,Neal Brady,"Clifford Lewis, Ira Weiss",7527342,7527342,Series A,23-04-2021,,,,,
FAIRYGODBOSS INC,Other,fairygodboss.com,NEW YORK,NY,10018,(929) 274-4539,2016,9,"Georgene Huang, Romy Newman","Brandon Tidwell, Deborah Quazzo, Julia Stiglitz, William Greenblatt",17000194,4000000,Seed,27-04-2021,,,,,
FAITH BEYOND DOUBT FILM LLC,Other,,BONSALL,CA,92003,(760) 717-4107,2019,6,Linda Elizabeth Mandrayar,,6700000,6700000,Pre-Seed,05-02-2020,,,,,
FAITH STREET FILM PARTNERS III LLC,Other,,WEBSTER,NY,14580,(585) 265-2718,2017,8,Nicholas DiBella,,,,,,,,,,
FAKESPOT INC,Other Technology,fakespot.com,NEW YORK,NY,10005,(215) 704-6760,2018,7,"Robert E. Gross, Saoud Khalifah, Sze Ming Ooi","Doc E. Parghi, Jeremy E. Patuto, Jeremy Ming Patuto, Sashi Ming Reddi",7225004,4000004,Seed,09-11-2020,,,,,
FAL - FEATURES & LABELS INC,Other Technology,,San Francisco,CA,94114,(415) 347-9461,2020,5,Burkay Gur,"Arsham Memarzadeh, Glenn Solomon, Gorkem Yurtseven, Jennifer Li, Steve Jang",195299718,124999752,Series D+,27-05-2025,,,,,
FALCON COMPUTING SOLUTIONS INC,Other Technology,,LOS ANGELES,CA,90024,(310) 592-9638,2015,10,"Bradley Howe, Jing Chang","Alex Zheng, Jingshen Jason Cong, Jingsheng Jason Cong, Rajeev Madhavan",10849992,7999992,Series A,06-04-2017,,,,,
FALCON INSURANCE GROUP LLC,Insurance,falconinsurancegroup.com,OAK BROOK,IL,60523,(630) 423-3140,2011,14,"Chad Baker, James Hall, Michael Parrillo, Roger Beck","Daniel Pappano, James Dugan, Timothy Theriault",15425000,15425000,Series A,01-04-2013,,,,,
FALCON PARTNERS LLC,Other Energy,falcon.io,IRVINE,CA,92618,(949) 258-9345,2014,11,Michael Megarit,,13000000,10000000,Pre-Seed,03-11-2014,,,,,
FALCONAI TECHNOLOGIES INC,Other Technology,,CAMBRIDGE,MA,2141,(650) 575-3855,2017,8,"Berk Ozer, Olcay Yilmazcoban, Orhan Celiker",,2899997,2899997,Seed,01-02-2018,,,,,
FALKON RBF FUND 1 LLC,Investing,,AUSTIN,TX,78701,(512) 663-2072,2014,11,"Kyle Ballarta, Zoltan Papp",,110000000,10000000,Pre-Seed,09-12-2014,,,,,
FALKONRY INC,Other Technology,falkonry.com,CUPERTINO,CA,95014,(408) 461-9286,2012,13,"Nikunj R Mehta, Pratibha R Mehta","Mark R Gorenberg, Parveen R Jain",8703245,3387133,Seed,11-10-2024,,,,,
FALLBROOK TECHNOLOGIES INC,Other Technology,fallbrook.com,CEDAR PARK,TX,78613,(512) 519-5300,,,"Al A. Kammerer, Alain A. Charlois, Brian A. Crum, David A. Hancock, Jeremy A. Carter, Robin A. Grey, Robin G. Grey, Sharon A. O'Leary, William G. Klehm III, William III G. Klehm","Al A. Kammerer, Allan A. Kammerer, David A. Grazioisi, Frederic A. Devos, Gary A. Jacobs, Gary E. Jacobs, Keimpe A. Kuening, Keimpe L. Keuning, R. John Hughes, Richard L. Intrater, Rick A. Intrater, Roger A. Wood, Steven E. Parry",38137508,8137508,Series A,10-05-2017,,,,,
FALLCO INVESTMENT LLC,Manufacturing,fallco.com,AUSTIN,TX,78726,(512) 402-7437,2015,10,,"Dan Clarke, Todd Self",1900000,1900000,Pre-Seed,31-01-2016,,,,,
FALLEN SAINT NOLA LLC,Other,,Brooklyn,NY,11231,(347) 432-5991,2018,7,"Colin Lewellyn, Jennie Willink, Todd Perlmutter",,4000000,4000000,Pre-Seed,06-08-2018,,,,,
FAM SFE HOLDINGS LLC,Investing,,CHICAGO,IL,60612,(312) 226-7465,2024,1,#NAME?,,6000000,6000000,Series A,11-03-2024,,,,,
FAMA TECHNOLOGIES INC,Other Technology,famatechnologies.com,LOS ANGELES,CA,90034,(503) 866-4986,2015,10,"Alec Andronikov, Ben Mones",Mark Mullen,2695507,2695507,Seed,17-04-2017,,,,,
FAMECAST MEDIA INC,Other Technology,famecastmedia.com,ARCADIA,CA,91006,(310) 807-6150,2019,6,"Coleman Ma, Paul Cheng, Rex Wong",,5000000,5000000,Pre-Seed,29-11-2021,,,,,
FAMILIAR MACHINES & MAGIC INC,Other,,WOBURN,MA,1801,(857) 928-4441,2024,1,Colin Angle,,30000000,30000000,Series B,29-10-2024,,,,,
FAMILIE V 20 LLC,Other,,Cardiff,CA,92007,(760) 612-1825,2019,6,,Steve Astephen,3088714,3088714,Seed,05-08-2020,,,,,
FAMILY FIRST INC,Other Health Care,family-first.com,BOSTON,MA,2109,(617) 407-5729,,,"Anthony Cefalo, Evan Falchuk, Stephen Fromm","Adam Boyden, Carl Bauer-Schlichtegroll, Jonathan Kalman, Joseph Guastella",27053567,3301601,Pre-Seed,29-10-2024,,,,,
FAMILYASSETS GROUP LLC,Other,familyassets.com,BROOKLYN,NY,11222,(929) 405-2097,2016,9,Wes Fuller,,1000000,1000000,Pre-Seed,28-06-2017,,,,,
FAMILYID INC,Other Technology,familyid.com,WESTON,MA,2493,(781) 790-1139,2010,15,Rochelle Nemrow,"Andrew Moss, Peter Blacklow, Scott Berman",2000000,1000000,Pre-Seed,14-06-2016,,,,,
FAMOUS GROUP TECHNOLOGIES INC,Other Technology,,El Segundo,CA,90245,(310) 641-9464,2021,4,"Greg Harvey, Jon Slusser","Chris Weil, Irene Whyte",8999906,8999906,Series A,17-03-2022,4,0,100,63898,['Technical Producer ']
FAMPAY INC,Other Technology,fampay.com,Cupertino,CA,95014,(650) 843-0988,2019,6,"Kush Taneja, Sambhav Jain",Mridul Arora,47041383,47041383,Series C,04-06-2021,,,,,
FAN FARE DIGITAL LLC,Business Services,,LA MESA,CA,91941,(267) 506-0844,2022,3,Jeffrey Scott Salvati,,1000000,1000000,Pre-Seed,04-03-2023,,,,,
FANAI INC,Other Technology,fanai.com,SANTA MONICA,CA,90404,(415) 988-2755,2016,9,Johannes Waldstein,"Deepen Parikh, Gregory Tutton",4456369,4456369,Seed,22-12-2017,,,,,
FANATICS TC HOLDCO INC,Other,,NEW YORK,NY,10013,(212) 351-3370,2021,4,"Caren Tucker Yeamans, Glenn H. Schiffman, Michael G. Rubin",David Tucker Kain,347000024,347000024,Series D+,27-09-2021,,,,,
FANBANK INC,Other Technology,fanbank.com,SANTA MONICA,CA,90401,(800) 853-4401,2013,12,"Mitchell Jacobs, Rachel Williams","Brian Garrett, Eric Wiesen, Gardiner Garrard",15462662,3299999,Seed,25-11-2020,,,,,
FANBREAD INC,Other Technology,,SANTA MONICA,CA,90405,(310) 773-7877,2014,11,Karl House,,2843079,2843079,Pre-Seed,23-06-2015,,,,,
FANCHISE LEAGUE CO LLC,Other,,LOS ANGELES,CA,90016,(424) 262-6356,2017,8,Sohrob Farudi,,,,,,,,,,
FANCY CODENAME INC,Other Technology,,SAN FRANCISCO,CA,94117,(212) 459-7108,2020,5,"Nicole Zeng, Paul Rosania",,4499998,4499998,Seed,05-06-2020,,,,,
FANCY HANDS INC,Other,fancy-hands.com,NEW YORK,NY,10003,(374) 836-9566,2010,15,"Edward Roden, Joshua Boltuch",Michael Hirshland,1253111,1253111,Pre-Seed,31-12-2014,,,,,
FANCYPANTS BAKING CO,Manufacturing,,WALPOLE,MA,2081,(508) 660-1140,,,"Justin Housman, Maura Duggan",Luis Raposo,1650000,1650000,Pre-Seed,12-07-2019,,,,,
FANFAIR TECHNOLOGIES LTD,Other Technology,,BEVERLY HILLS,CA,90210,(310) 564-1494,2015,10,"Alison Muir, Andrew Lewin, Sacha Spindler","George Bohnert, Rahul Gandhi",1000000,1000000,Pre-Seed,12-11-2015,,,,,
FANFOOD INC,Other Technology,fanfood.com,CHICAGO,IL,60610,(319) 721-9921,2016,9,"Carson Goodale, Ryan Warkins","Brian Kopp, Kevin Murray, Robert Barnett III, William Anderson",8045964,3000000,Pre-Seed,12-08-2021,,,,,
FANHATTAN INC,Other,,SAN MATEO,CA,94402,(650) 279-0733,2010,15,"Gilles BianRosa, Laura Tunberg, Milan Parikh, Olivier Chalouhi","Christopher Moore, Jarl Mohn, Mathias Schilling, Patrick Chung",17997227,17997227,Series A,24-03-2014,,,,,
FANHOUSE INC,Other Technology,fanhouse.com,WALNUT,CA,91789-2706,(408) 646-2289,2020,5,"Hong Nguyen, Jerry Meng, Khoi Le",Bryan Kim,33847811,33847811,Series B,01-12-2021,,,,,
FANKAVE INC,Other Technology,fankave.com,SANTA CLARA,CA,95054,(408) 654-9696,2013,12,Sasi Parthasarathy,,1500000,1500000,Pre-Seed,12-02-2014,,,,,
FANNIN PARTNERS LLC,Investing,,Houston,TX,77027,(713) 579-9225,2014,11,"Atul Varadhachary, John Osborne, Leo Linbeck, Mark Worscheh",,10000000,10000000,Seed,23-06-2014,,,,,
FANPAGE LLC,Other Technology,fanpage.io,ADDISON,TX,75001,(214) 734-8081,2014,11,"Randy Mike Whelan, William Wayne Rodgers",,10000000,5000000,Pre-Seed,18-11-2016,,,,,
FANPICS LLC,Other Technology,fanpics.com,SAN DIEGO,CA,92110,(760) 224-3393,2013,12,"Clete McQuinn, Daniel Magy, Marco Correia, Victor Chen, William Dickinson",Jeffrey Fried,5000000,5000000,Pre-Seed,20-08-2015,,,,,
FANPIX LLC,Other Technology,fanpix.co,SAN DIEGO,CA,92110,(760) 224-3393,2013,12,"Daniel Magy, Marco Correia, Victor Chen, William Dickinson",Jeffrey Fried,4478000,4478000,Seed,10-04-2014,,,,,
FANTASMO STUDIOS INC,Other,,WALNUT,CA,91789,(717) 808-4908,2014,11,"Jameson Detweiler, Ryan Measel",David Waxman,2247857,2247857,Seed,14-08-2017,,,,,
FANTASY ACES DAILY FANTASY SPORTS CORP,Other,,ALISO VIEJO,CA,92656,(403) 531-1710,,,"BRYAN FRISINA, Bryan Frisina, MIKE OLSEN, Mike Olsen, TOM FRISINA, TRENT FRISINA, Tom Frisina, Trent Frisina","DAVID ANTONY, David Antony, TOM CIPOLLA, Tom Cipolla",2667333,1558248,Pre-Seed,11-05-2016,,,,,
FANTEX HOLDINGS INC,Other,,SAN FRANCISCO,CA,94107,(415) 592-5950,2012,13,"Cornell French, David Mullin","Bruce Dunlevie, David Beirne, Duncan Niederauer, John Elway, Joshua Levine",69993442,24993446,Series B,29-07-2015,,,,,
FANTEX INC,Other,fantex.com,SAN FRANCISCO,CA,94107,(415) 592-5950,2012,13,Cornell French,"C. William Hosler, David Beirne, John Costello, Shahan Soghikian, Terdema Ussery",59336580,59336580,Series C,22-07-2016,,,,,
FANWIDE TECHNOLOGIES INC,Other Technology,fanwide.com,Seattle,WA,98104,(302) 307-3267,2016,9,"Jeffrey Paul Sarvas, Symon Perriman",,2000000,2000000,Pre-Seed,06-01-2017,,,,,
FANZCALL MEDIA INC,Other Technology,,BOSTON,MA,2110,(617) 963-3599,2015,10,"Anton Khinchuk, David Caruso",,1650000,1650000,Pre-Seed,07-10-2015,,,,,
FANZO INC,Other Technology,fanzo.com,KIRKLAND,WA,98033,(206) 271-2891,2012,13,Paul Ingalls,,2000000,2000000,Pre-Seed,04-05-2015,,,,,
FAPS HOLDINGS INC,Business Services,faps.com,FT WORTH,TX,76102,(817) 317-9100,,,"Alan A. Struble, Brian A. Dorchester, Debra A. Bradford, Michael A. Lawrence, Neil Randel, Rick A. Rizenbergs","Adam A. Godfrey, Gregory A. Nielsen, Justin A. Wender, Michael A. Murray, Robert A. Pearce",151587353,12170000,Series A,01-04-2015,,,,,
FAR AWAY FROM TULSA LTD LIABILITY CO,Other,,NEW YORK,NY,10036,(212) 768-8255,2025,0,"Frederick Henry Unger, Gordon Henry Wang, Katelyn Henry Lacerda, Kristen Henry Sullivan, Matthew Rego, Michael Rego",,12000000,12000000,Series A,06-02-2025,,,,,
FAR HOMES INC,Other,farhomes.com,Seattle,WA,98121,(206) 930-2025,2022,3,"Amelia Braeunig, Chet Kittleson, Max Blumen",Ben Gilbert,2249999,2249999,Seed,22-06-2022,,,,,
FAR WEST TEXAS SPIRITS LLC,Other,,HOUSTON,TX,77092,(203) 353-5926,2018,7,"Kathryn Brown, Matthew Boyd",,3149000,2000000,Seed,22-06-2020,,,,,
FARA HOMIDI COLLECTION INC,Other,farahomidicollection.com,NEW YORK,NY,10013-2683,(212) 466-6454,,,"Aaron Hwangbo Yoo, Furkhunda Homidi-Yoo",Kenneth Hwangbo Suslow,3000000,3000000,Seed,13-12-2024,,,,,
FARADAY BICYCLES INC,Other,,SAN FRANCISCO,CA,94103,(415) 834-5860,2012,13,Adam Vollmer,"Matthew Eggers, Tripp Baird",5152310,1000000,Pre-Seed,21-03-2016,,,,,
FARADAY FUTURE INTELLIGENT ELECTRIC INC,Manufacturing,,GARDENA,CA,90248,(424) 276-7616,2020,5,"Chui Tin Mok, Hong Rao, Jiawei Wang, Jonathan Maroko, Koti Meka, Matthias Aydt, Scott Graziano, Yueting Jia","Chad Chen, Jie Sheng, Lev Peker",154519274,83500000,Series B,22-08-2025,,,,,
FARADAY HOLDINGS LLC,Other,faradayholdings.com,CARLSBAD,CA,92008,(760) 692-4549,2012,13,"Alan K. Davenport, Bob K. Hess","Kevin K. O'Meara, Robert E. Davis, Steven K. Raich",11812389,11812389,Series A,30-06-2015,,,,,
FARADAY PHARMACEUTICALS INC,Pharmaceuticals,faradaypharmaceuticals.com,SEATTLE,WA,98102,(206) 492-5310,2013,12,"Brian Blackman, Mark Roth, Patrick Rock, Ronald Kierpa, Simon Tulloch, Stephen Hill, Steven Gillis","Lawrence Gozlan, Mark Roth, Paulina Hill, Robert Nelsen, Steven Gillis, Terrance McGuire, Thomas King",182179347,102826124,Series C,24-10-2022,,,,,
FARAPULSE INC,Biotechnology,farapulse.com,MENLO PARK,CA,94025,(650) 556-5069,2014,11,Allan Zingeler,"Andrew Elbardissi, Christopher Kaster, James Eadie, Robert Weisskoff",12000000,12000000,Series A,31-05-2018,,,,,
FARB GUIDANCE SYSTEMS CORP,Other Technology,,LIBERTY LAKE,WA,99019,(208) 270-0033,2015,10,"Brandon Smith, Clinton Arnold, David Farb, John Bruce",,,,,,,,,,
FARCAST CORP,Other Technology,farcast.com,SAN FRANCISCO,CA,94104,(407) 802-6563,,,Siamak Ebadi,"David Byrd, Guido Jouret",23586995,23586995,Series B,22-12-2022,,,,,
FARE HOLDING LLC,Other,fare.com,CHICAGO,IL,60642,(312) 217-8041,2020,5,"Britni DeLeon, Kasia Bednarz",Diamond Terry,3500000,3500000,Pre-Seed,09-08-2024,,,,,
FARE MECHANIC INC,Other Travel,,LIBERTYVILLE,IL,60048,(312) 450-3082,2014,11,Gary Louis Dollinger,,,,,,,,,,
FAREWELL LLC,Other Health Care,farewell.com,SAN FRANCISCO,CA,94108,(415) 513-5303,2015,10,Kevin Appelbaum,David Perry,4250000,4250000,Seed,24-02-2017,,,,,
FAREWELLING INC,Other,farewelling.io,BROOKLYN,NY,11238,(646) 319-7822,2019,6,Karen Bussen,,1500000,1500000,Pre-Seed,29-05-2019,,,,,
FARINELLI BROADWAY LTD LIABILITY CO,Other,,NEW YORK,NY,10036,(212) 221-1122,2017,8,"Neil Ernest Alexander Constable, Paula Marie Black, Sonia Friedman",,3900000,3900000,Seed,23-05-2017,,,,,
FARM ONE INC,Other Technology,farm-one.com,NEW YORK,NY,10005,(415) 691-0208,2015,10,Robert Laing,"Desmond Smith, Thomas Karol",2000025,2000025,Seed,13-02-2020,,,,,
FARMBLOX INC,Other Technology,farmblox.com,NEWTON HIGHLANDS,MA,2461,(206) 849-5246,2022,3,"John Dyer, John Mitchell Dyer, Jonathan Mitchell Gaines, Marc Printz, Mark Printz, Nathan Rosenberg",,7000000,2500000,Seed,04-04-2024,,,,,
FARMBX INC,Other Technology,farmbx.com,San Francisco,CA,94105,(949) 295-1548,,,"Chris van den Berg, Robert Dowdell","Ivo Geijsen, Kevin Lockett, Mark Leidy, Tim Nguyen",8639062,8639062,Series A,17-05-2023,,,,,
FARMER & THE COWMAN LTD LIABILITY CO,Other,,NEW YORK,NY,10036,(646) 520-4950,2017,8,"Eva Price, LLC Maximum Entertainment Productions",,,,,,,,,,
FARMER WILLIE'S INC,Other,,NEWTON,MA,2465,(617) 515-0383,2014,11,"Jason Halsted, Nico Enriquez","Juan Enriquez, Tim Brown",7222282,4000000,Seed,27-09-2019,,,,,
FARMER'S BUSINESS NETWORK INC,Other Technology,farmersbusinessnetwork.com,San Carlos,CA,94070,(844) 200-3276,2014,11,"Amol Deshpande, Charles Baron, Diego Lopez Casanello, Guillaume Luebke, John Vaske","Alan Willits, David Delaney, Elliot Shmukler, Lorenzo Gonzalez, Mike DeCamp",266000000,60000000,Series B,06-05-2025,8,0,100,142647.54,"['Senior NetSuite Administrator', 'Data Scientist']"
FARMHOUSE CULTURE INC,Manufacturing,farmhouseculture.com,SANTA CRUZ,CA,95060,(831) 466-0499,2012,13,"Carol Diane Olson, John E. Wells, John V. Tucker, Kathryn Diane Lukas","Carol V. Olson, Catherine V. Storey, D. Tyler Mayoras, Gregg Diane Bagni, Jennifer Diane Kao, Jennifer V. Kao, Joel Diane Solomon, John Diane Scharffenberger, John V. Haugen, Kathryn Diane Lukas, Mark Diane Shaw, Tyler V. Ricks",23455515,7029360,Series A,21-12-2017,,,,,
FARMRAISE INC,Other Technology,farmraise.com,RIVERSIDE,CA,92504,(224) 242-3072,2020,5,"Jayce Hafner, Sami Tellatin",,7774046,7774046,Series A,13-12-2021,,,,,
FARMSHELF CORP,Other Technology,farmshelf.com,BROOKLYN,NY,11205,(415) 634-7456,2016,9,"ANDREW JAMES SHEARER, Jean-Paul JAMES Kyrillos, Nicholas JAMES Donald","ANDREW JAMES SHEARER, Chrysanthe JAMES Gussis, Mark JAMES Gibson, Ryan JAMES Rzepecki",22325911,1000000,Pre-Seed,07-02-2024,,,,,
FARMSTR INC,Other,,SEATTLE,WA,98109,(206) 787-2220,2013,12,Janelle Maiocco,"Amy McCullough, Aniruddha Gadre, James Maiocco, Serena Glover",1499999,1499999,Pre-Seed,12-05-2014,,,,,
FARMTOGETHER INC,Other,farmtogether.com,Vancouver,WA,98663,(628) 245-2422,2017,8,Artem Milinchuk,"John Joseph Kasper, Jr., John Kasper, Jr., Oleksiy Shevchenko",11923626,7499961,Seed,14-01-2021,,,,,
FARMWISE LABS INC,Other Technology,farmwiselabs.com,Santa Clara,CA,95054,(650) 283-4177,2016,9,"Daniel Kirstein, Garrick Kremesec, SEBASTIEN BOYER, Sebastien Boyer, THOMAS PALOMARES, Thomas Palomares, Tjarko Leifer","BRUCE LEAK, Bruce Leak, CLAY MITCHELL, Clay Mitchell, JASON SCHOETTLER, Jason Schoettler, Sebastien Boyer, TJARKO LEIFER",96331458,10000000,Series A,15-11-2024,,,,,
FARMWISE LLC,Manufacturing,farmwise.com,WELLESLEY,MA,2482,(508) 436-0682,2015,10,David Peters,"Cristina Peters, Douglas Atamian, Keith Kravcik, Mark Addicks, Robert Burke, Wesley Atamian",9160000,4500000,Seed,27-03-2018,,,,,
FARMX INC,Other Technology,farmx.com,MOUNTAIN VIEW,CA,94041,(510) 508-6008,,,Tushar Dave,"Akihiko Kumar Maeda, Ashok Kumar Belani, Chung-Kao Kumar Hsieh, Parmod Kumar Gupta",38968292,15194740,Series A,13-04-2020,,,,,
FARR INVESTMENT CAPITAL 1 INC,Investing,,Dallas,TX,75247,(888) 600-7311,2020,5,Ken Farr,,,,,,,,,,
FARRINGTON EB-5 CAPITAL LLC,Investing,,FLUSHING,NY,11354,(718) 939-1060,2014,11,"Anthea Quan, George Xu, Lynn Wei, QiLi Li, Tracy Law",,33000000,33000000,Series B,07-12-2015,,,,,
FARSIGHT AI INC,Other Technology,farsight-ai.com,CAMBRIDGE,MA,2139,(845) 608-2120,2022,3,"Kunal Tangri, Noah Faro, Samir Dutta","David Blundin, Wayne Hu",14735256,14735256,Series A,21-05-2025,,,,,
FARWEST INVESTOR LLC,Other,,KIRKLAND,WA,98033,(425) 250-0883,2017,8,SCOTT A SMITH,,3200000,3200000,Seed,12-06-2017,,,,,
FAST FOOTBALL INC,Other,fast-football.com,Los Angeles,CA,90017,(213) 316-6260,2016,9,"Bradley T Edwards, Donald Yee, Jeffrey E Husvar, John Chung",,1000000,1000000,Pre-Seed,25-10-2016,,,,,
FAST FRIENDS TX LLC,Other,,SACRAMENTO,CA,95819,(916) 716-4093,2020,5,Dave Childress,,2150000,2150000,Pre-Seed,30-07-2020,,,,,
FAST LABS INC,Other Technology,fast-labs.com,MARINA DEL REY,CA,90292,(310) 953-7517,,,Matt Munson,"Maha Ibrahim, Mat Ellis, Wyatt Jenkins",22307027,4320560,Seed,09-02-2018,,,,,
FAST PARENT LLC,Other,fastparent.com,NEW YORK,NY,10022,(212) 883-4505,2015,10,"John Gorman, Thomas Famularo","Joel Killion, John Guinee, Kurt Larsen, Robert Gartland, W. Edward Stringham",85000000,85000000,Series C,01-09-2015,,,,,
FAST RADIUS INC,Manufacturing,fastradius.com,CHICAGO,IL,60607,(888) 773-3446,2017,8,"Lou Rassey, Pat McCusker, Rick Smith","Charlie Covert, Nick Solaro",13091377,13091377,Series A,13-11-2017,,,,,
FAST STUDIOS LLC,Other Technology,fast-studios.com,LOS ANGELES,CA,90024,(917) 837-1477,2020,5,"Alexander Ramlie, Charles Windisch-Graetz, Leigh Radford, Rocco Benetton, Stuart McLean",,7500000,7500000,Seed,15-06-2022,,,,,
FASTCAP AEROSPACE TECHNOLOGIES LLC,Other Energy,,BOSTON,MA,2210,(857) 239-7500,2014,11,"ALBERTO CREMA, RICCARDO SIGNORELLI","ARUNAS CHESONIS, BEN KENDIG",2299999,2299999,Seed,15-10-2014,,,,,
FASTCAP SYSTEMS CORP,Other Energy,fastcapsystems.com,Wakefield,MA,1880,(857) 239-7500,,,"Eric Kish, James Harris, John Cooley, Julie Ross, Matt Fenselau, Matthew Fenselau, Riccardo Signorelli","Arunas Chesonis, Benton Kendig, Chuck Bryceland, Keith Wilson, Ken Morikawa, Riccardo Signorelli, Tony Posawatz, Vivek Agastya",99850013,12500000,Series A,16-06-2023,,,,,
FASTDATAIO INC,Other Technology,,SANTA MONICA,CA,90404,(917) 740-2536,2016,9,Alen Capalik,,1500000,1500000,Pre-Seed,08-08-2016,,,,,
FASTEN INC,Other Technology,fasten.com,BOSTON,MA,2111,(857) 241-7343,2014,11,"Kirill Evdakov, Roman Levitskiy",Evgeny Lvov,9150000,9150000,Series A,20-02-2015,,,,,
FASTER FASTER INC,Other Technology,fasterfaster.com,Brisbane,CA,94005,(415) 230-0755,,,"Arno Harris, Derek Dorresteyn, Jeff Sand, Kyle Khasigian, Marc Fenigstein","Hector F Sepulveda Reyes Retana, Hector Reyes Retanna, Ian Huschle, James Mickey, Pedro Zapata Gil, Travis Bradford, Travis Sepulveda Bradford",58980098,5000000,Seed,27-07-2018,,,,,
FASTER OUTCOMES INC,Other Technology,fasteroutcomes.com,WALPOLE,MA,2081,(508) 333-7300,2024,1,"Archana Karande, Rishi Bhatia",,4250000,3000000,Pre-Seed,11-04-2025,,,,,
FASTHOUSE INC,Manufacturing,fasthouse.com,VALENCIA,CA,91355,(661) 775-5963,,,"Amber Alexander, Daniel Worrell, Jason Fontes, Kenneth Alexander, Timothy Schmidt",,,,,,,,,,
FASTINO INC,Other Technology,fastino.com,PALO ALTO,CA,94301,(650) 889-9141,2024,1,"Ashley Lewis, George Maloney",George Mathew,24650000,24650000,Series B,02-05-2025,,,,,
FASTLANE LABS INC,Other Technology,,Pasadena,CA,91101,(626) 319-4483,2022,3,"David Alexander Watts, Eric Blayne Destaing, Jordan Blayne Hagan","Eric Blayne Destaing, Jordan Blayne Hagan, Michael Blayne Mugno, Oscar Blayne Salcedo-Ibanex",8517500,3517500,Seed,04-03-2024,,,,,
FASTLY INC,Other Technology,fastly.com,SAN FRANCISCO,CA,94107,(844) 432-7859,2011,14,"Adriel Lares, Artur Bergman, Dan D. Miller, Gil Penchina, Joshua D. Bixby, Paul D. Luongo, Tyler McMullen, William Kaufmann, Wolfgang D. Maasberg","Aida D. Alvarez, Christopher B. D. Paisley, David D. Hornik, David Hornik, Gil Penchina, Kelly D. Wright, Sunil Dhaliwal",776299861,556263319,Series D+,01-10-2020,40,0,100,180000,"['Senior Sales Engineer - Sales Plan', 'Senior Sales Operations Lead', 'Principal Software Engineer, Network Management Platform']"
